"","State","CMS.Certification.Number..CCN..","Provider.Name","Address","City","Zip","Phone","Type.of.Ownership","Offers.Nursing.Care.Services","Offers.Physical.Therapy.Services","Offers.Occupational.Therapy.Services","Offers.Speech.Pathology.Services","Offers.Medical.Social.Services","Offers.Home.Health.Aide.Services","Date.Certified","Quality.of.Patient.Care.Star.Rating","How.often.the.home.health.team.began.their.patients..care.in.a.timely.manner","How.often.the.home.health.team.taught.patients..or.their.family.caregivers..about.their.drugs","How.often.the.home.health.team.checked.patients..risk.of.falling","How.often.the.home.health.team.checked.patients.for.depression","How.often.the.home.health.team.determined.whether.patients.received.a.flu.shot.for.the.currnet.flu.season","How.often.the.home.health.team.made.sure.that.their.patients.have.received.a.pneumococcal.vaccine..pneumonia.shot..","With.diabetes..how.often.the.home.health.team.got.doctor.s.orders..gave.foot.care..and.taught.patients.about.foot.care","How.often.patients.got.better.at.walking.or.moving.around","How.often.patients.got.better.at.getting.in.and.out.of.bed","How.often.patients.got.better.at.bathing","How.often.patients..breathing.improved","How.often.patients..wounds.improved.or.healed.after.an.operation","How.often.patients.got.better.at.taking.their.drugs.correctly.by.mouth","How.often.home.health.patients.had.to.be.admitted.to.the.hospital","How.often.patients.receiving.home.health.care.needed.urgent..unplanned.care.in.the.ER.without.being.admitted","Changes.in.Skin.Integrity.Post.Acute.Care..Pressure.Ulcer.Injury","How.often.physician.recommended.actions.to.address.medication.issues.were.completely.timely","DTC.Numerator","DTC.Denominator","DTC.Observed.Rate","DTC.Risk.Standardized.Rate","DTC.Risk.Standardized.Rate..Lower.Limit.","DTC.Risk.Standardized.Rate..Upper.Limit.","DTC.Performance.Categorization","PPR.Numerator","PPR.Denominator","PPR.Observed.Rate","PPR.Risk.Standardized.Rate","PPR.Risk.Standardized.Rate..Lower.Limit.","PPR.Risk.Standardized.Rate..Upper.Limit.","PPR.Performance.Categorization","How.much.Medicare.spends.on.an.episode.of.care.at.this.agency..compared.to.Medicare.spending.across.all.agencies.nationally","No..of.episodes.to.calc.how.much.Medicare.spends.per.episode.of.care.at.agency..compared.to.spending.at.all.agencies..national."
"6403","TX","459015","SAVE HOME HEALTH CARE INC","719 NORTH UPPER BROADWAY","CORPUS CHRISTI",78401,3618559393,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1996-11-26,"2.5",98.3,70.8,99,91.7,60.6,61,66.3,68.5,71.2,77.8,63.5,NA,60.5,NA,NA,0,66.9,28,"55.0","50.91","61.84","47.98","75.39","Worse Than National Rate","","9.0","Not Available","Not Available","Not Available","Not Available","","0.96",229
"6404","TX","459021","AMERICANSENIOR","1177 ROCKINGHAM DRIVE SUITE 200","RICHARDSON",75080,9728189488,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1996-11-18,"3.0",94.3,95.8,99.1,99.6,48,86.4,90.4,76,75.4,82.6,84.5,NA,54.3,16,5.7,0.17,96.6,47,"69.0","68.12","74.85","63.98","84.90","Same As National Rate","4.0","33.0","12.12","3.88","2.64","5.46","Same As National Rate","1.15",163
"6405","TX","459027","HERITAGE HOMECARE","402 WEST WHEATLAND SUITE 170","DUNCANVILLE",75116,9722838124,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1996-12-04,"4.0",97.9,100,100,93.6,96.8,95.7,NA,87.5,81.5,96,74.9,NA,90.7,21,7.6,0.02,95.7,41,"52.0","78.85","84.42","71.13","93.21","Same As National Rate","3.0","34.0","8.82","3.75","2.64","5.31","Same As National Rate","0.90",90
"6406","TX","459037","PACE HEALTH CARE INC","1001 RONE AVENUE","WESLACO",78596,9564478886,"Proprietary","Yes","Yes","Yes","Yes","No","No",1996-12-10,"2.0",73,98.3,100,100,57.4,72,95.8,74.3,70.1,82.9,59.3,NA,56.6,19.6,16,0.46,85.2,80,"87.0","91.95","100","95.81","100","Better Than National Rate","1.0","44.0","2.27","3.33","2.25","4.59","Same As National Rate","0.87",122
"6407","TX","459038","CHANGING SEASONS HOMECARE","600 N CROCKETT STREET","SHERMAN",75090,9038683648,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1996-12-04,"4.0",92.5,100,96.7,97.2,81.5,80.8,100,87.4,82.3,96.9,85.6,NA,92.2,7.5,4.7,0,97.1,31,"62.0","50.00","55.74","44.15","67.72","Worse Than National Rate","0.0","40.0","0.00","3.36","2.39","4.88","Same As National Rate","1.03",397
"6408","TX","459047","NURSING FROM THE HEART HOME CARE INC","1505 CALLE DEL NORTE STE 240","LAREDO",78041,9567274444,"Proprietary","Yes","Yes","No","No","No","Yes",1996-12-11,"2.0",96.9,100,100,95.9,81,79.4,100,52,46.7,37.1,55.3,NA,42.1,9.6,1.7,0,95.9,18,"61.0","29.51","36.40","24.31","49.67","Worse Than National Rate","","5.0","Not Available","Not Available","Not Available","Not Available","","0.91",446
"6409","TX","459049","ALTIMA HOME HEALTH AGENCY, INC","218 RENNER DRIVE","SAN ANTONIO",78201,2108882625,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1996-12-13,"1.5",91.1,98.2,100,99.4,75.7,56.7,99.2,37.9,55.3,32.5,20,NA,47.8,NA,NA,0.6,95.3,28,"61.0","45.90","52.11","39.28","64.47","Worse Than National Rate","","17.0","Not Available","Not Available","Not Available","Not Available","","0.92",494
"6410","TX","459063","CYPRESS HOME CARE","3025 LAMAR AVENUE","PARIS",75460,9037848088,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-01-09,"4.0",99.4,99.7,100,99.8,75,81.4,100,82.6,80.6,89,80.4,95.7,82.5,15.1,11.2,0,97.5,391,"754.0","51.86","54.25","50.69","58.06","Worse Than National Rate","5.0","267.0","1.87","3.35","2.36","4.78","Same As National Rate","0.98",5066
"6411","TX","459081","STAR CARE HOME HEALTH INC","620 N GRANT SUITE 100","ODESSA",79761,4325807707,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-01-08,"2.0",95.4,99.7,98.8,99.7,53.9,73.2,99.4,59.6,66.9,64.2,58.9,53.3,51,13.6,22.5,0,99.7,161,"229.0","70.31","76.03","69.70","82.04","Same As National Rate","5.0","219.0","2.28","3.31","2.40","4.51","Same As National Rate","0.97",822
"6412","TX","459132","AM HEALTHCARE","3727 MONTANA AVE","EL PASO",79903,9155854553,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-02-10,"2.0",69.8,99.7,99.4,98.1,83.1,98.1,99.7,68.8,57.1,66.5,47.6,96.2,70.4,16.1,9.7,0,96.4,190,"253.0","75.10","81.00","75.63","86.24","Same As National Rate","4.0","172.0","2.33","3.21","2.31","4.34","Same As National Rate","0.94",657
"6413","TX","459196","ROSAS FIRST QUALITY HOME HEALTHCARE LLC","306 EAST RANDOL MILL ROAD SUITE 100","ARLINGTON",76011,8174610154,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-05-06,"4.0",96.3,97.6,100,98.8,86.2,84.6,100,85.4,86.6,84.7,80.5,87.3,81.4,17.8,13.3,0.1,95.6,122,"197.0","61.93","68.61","61.82","75.38","Worse Than National Rate","1.0","44.0","2.27","3.45","2.41","4.94","Same As National Rate","0.92",624
"6414","TX","459200","NURSES ON WHEELS INC","1101 3RD STREET","CORPUS CHRISTI",78404,3618141669,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-03-27,"1.0",72.8,99,100,97.9,41.5,59.7,86.9,43.8,49.8,49.6,48.1,NA,44,18.7,11.2,0,89.8,131,"170.0","77.06","80.28","73.71","85.62","Same As National Rate","3.0","75.0","4.00","3.54","2.49","5.17","Same As National Rate","0.92",717
"6415","TX","459213","TENDER HEART HOME HEALTH LLC","3210 W PARK ROW DRIVE","ARLINGTON",76013,8172650066,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-04-04,"2.0",97.8,99.5,100,99.1,75.2,78.1,100,66.6,67.4,72.3,62.4,96.6,63.2,24.2,13.5,0,99,326,"422.0","77.25","83.26","78.97","87.06","Better Than National Rate","7.0","299.0","2.34","3.23","2.35","4.38","Same As National Rate","1.04",729
"6416","TX","459232","CRITI CARE HEALTH SERVICES INC","9725 LOUEDD ROAD","HOUSTON",77070,2814694778,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-04-09,"2.5",96.2,100,100,98,93.3,94.3,79.4,74.1,53.8,83.7,38.3,NA,68,NA,NA,0,94.1,21,"53.0","39.62","47.28","33.38","61.97","Worse Than National Rate","","13.0","Not Available","Not Available","Not Available","Not Available","","1.03",271
"6417","TX","459233","APPLIED HOME HEALTH","2208 STRAWBERRY ROAD","PASADENA",77502,7134775105,"Non - Profit Private","Yes","Yes","Yes","Yes","Yes","Yes",1997-04-08,"1.5",91,100,98.6,97,66.7,87.8,100,45.4,46.9,47.7,34.1,NA,20.1,14.8,13.4,0,96,66,"113.0","58.41","63.84","55.00","72.80","Worse Than National Rate","1.0","31.0","3.23","3.46","2.50","4.95","Same As National Rate","1.08",386
"6418","TX","459238","JORDAN HEALTH SERVICES","1502 10TH STREET STE B","BRIDGEPORT",76426,9406836370,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-04-09,"3.5",98.6,99.8,100,99.6,89.1,88.9,98.9,79.2,77.5,83.7,80.3,89.7,71.9,14.6,21.3,0.03,99.6,141,"275.0","51.27","57.98","51.66","64.29","Worse Than National Rate","0.0","70.0","0.00","3.23","2.29","4.82","Same As National Rate","0.98",1242
"6419","TX","459246","ACCOLADE HOME CARE","1410 RANKIN HWY","MIDLAND",79701,4326861944,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-04-15,"2.5",99.1,96.5,100,95.7,81.1,86.2,98.2,74,69,76.9,63,NA,62.2,NA,NA,0,95.7,100,"136.0","73.53","76.87","69.40","83.65","Same As National Rate","13.0","158.0","8.23","4.24","3.11","5.80","Same As National Rate","0.98",830
"6420","TX","459266","ASSISTCARE","100 ZEID BOULEVARD SUITE B","HENDERSON",75652,9036574413,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-05-13,"2.5",99.6,99.2,100,95.4,73.8,84,99.3,66.8,71.1,73.1,60.6,95.4,54.8,15.4,11.3,0,95.9,145,"261.0","55.56","59.07","52.66","65.06","Worse Than National Rate","2.0","100.0","2.00","3.42","2.44","4.82","Same As National Rate","1.10",1303
"6421","TX","459268","PORT HOMECARE SERVICES INC","5525 S. STAPLES ST A7","CORPUS CHRISTI",78411,3618542273,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-05-08,"2.5",98.1,100,100,100,67.8,70.7,99,67.3,65.3,69.4,66.6,NA,72.2,17.5,6.2,0,99.4,66,"96.0","68.75","74.14","65.11","82.26","Same As National Rate","0.0","33.0","0.00","3.34","2.36","4.70","Same As National Rate","0.87",553
"6422","TX","459292","TAWL HEALTH CARE INC","9898 BISSONNET SUITE 600","HOUSTON",77036,7137779171,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-05-29,"5.0",100,99.9,100,100,90.6,87.7,100,90.5,89.9,98.5,95.1,94.4,87.4,17.4,3.9,0,100,49,"68.0","72.06","78.26","68.04","87.80","Same As National Rate","3.0","51.0","5.88","3.59","2.62","4.84","Same As National Rate","1.06",137
"6423","TX","459294","HIGHLAND PARK SENIOR CARE","911 PEGUES PLACE SUITE A","LONGVIEW",75601,9037531000,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-06-04,"4.0",98.1,99.7,99.8,98.5,85.5,92.6,98.6,83.6,87.1,86.2,80.8,96.2,75.9,15.7,12.2,0.15,95.9,526,"668.0","78.74","79.46","76.34","82.79","Same As National Rate","6.0","511.0","1.17","3.17","2.28","4.36","Same As National Rate","1.14",1437
"6424","TX","459298","ANGELS CARE HOME HEALTH","4309 JACKSBORO HIGHWAY SUITE 101","WICHITA FALLS",76302,9403221391,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-06-12,"3.5",95.8,98,99.9,96.4,68.3,81.5,96.3,83.8,82.8,82.4,80.7,99.4,83.7,17.3,13,0,97.9,336,"818.0","41.08","44.39","41.08","48.28","Worse Than National Rate","5.0","228.0","2.19","3.24","2.34","4.35","Same As National Rate","1.02",5176
"6425","TX","459303","SANTA RITA HOME HEALTH SERVICES","1415 CARDINAL HILL","SAN ANTONIO",78260,2102008502,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-06-10,"1.5",83,100,89.4,88.7,100,90.6,100,33.5,41.2,32.9,12.7,NA,33,7.9,8,0.13,35.8,62,"109.0","56.88","59.28","51.95","67.84","Worse Than National Rate","4.0","27.0","14.81","3.84","2.67","5.46","Same As National Rate","0.83",389
"6426","TX","459308","TOTAL CONCEPT HOME HEALTH AGENCY","11842 RICEVILLE SCHOOL ROAD","HOUSTON",77031,7139880366,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-06-18,"4.0",94.8,87.2,98.8,100,60.9,74.5,87.8,91.6,68.7,96.9,100,NA,99.2,29.1,17.9,0.02,92.7,12,"35.0","34.29","47.26","30.80","64.30","Worse Than National Rate","","7.0","Not Available","Not Available","Not Available","Not Available","","1.01",93
"6427","TX","459309","UNITED HOME CARE","2405 E HARRISON AVE","HARLINGEN",78550,9564234747,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-06-18,"5.0",100,100,100,99.9,99.8,99.9,100,97.3,94.6,100,90.1,99.3,92.6,18.8,9.5,0.09,99.6,294,"472.0","62.29","72.14","67.30","76.87","Worse Than National Rate","10.0","203.0","4.93","3.73","2.74","5.12","Same As National Rate","0.92",1556
"6428","TX","459311","ABUNDANT HEALTH CARE SERVICES","1305 EAST NOLANA SUITE B & C","MCALLEN",78504,9566310012,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",1997-06-26,"3.0",96.5,100,100,99.1,79.1,88.5,96.6,74.1,85.9,82,49,NA,74.1,26.1,12.6,0,82.5,71,"101.0","70.30","79.60","69.72","87.95","Same As National Rate","3.0","41.0","7.32","3.59","2.53","5.08","Same As National Rate","1.21",264
"6429","TX","459319","DEL CIELO HOME CARE SERVICES","601 E MAIN ST SUITE 300","ALICE",78332,3616643484,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-06-13,"2.5",99,94.8,99.7,99.8,66.5,72.9,99.9,66.3,65.5,76.4,67.9,83.4,69.4,14.8,11,0,96.9,458,"1025.0","44.68","51.27","47.86","54.46","Worse Than National Rate","8.0","337.0","2.37","3.12","2.26","4.14","Same As National Rate","0.88",3967
"6430","TX","459335","HOME CARE INNOVATIONS INC","15486 FM 252","KIRBYVILLE",75956,4094236777,"Proprietary","Yes","Yes","No","No","Yes","Yes",1997-07-01,"3.5",93.5,100,100,96.7,31.1,40,95.6,89.7,82.1,85.3,67.9,NA,81.6,15.4,10.8,0,92.2,18,"56.0","32.14","38.55","27.04","50.88","Worse Than National Rate","","9.0","Not Available","Not Available","Not Available","Not Available","","0.94",289
"6431","TX","459371","KINDRED AT HOME","118 SOUTH PARK DRIVE SUITE D","BROWNWOOD",76801,3256435525,"Proprietary","Yes","Yes","Yes","Yes","Yes","No",1997-07-29,"3.0",99.4,98.9,100,98.9,90.3,92.4,97.7,76,76,84.5,77.4,84.6,71.5,16,12.9,0.14,93,460,"641.0","71.76","76.19","72.62","79.62","Same As National Rate","7.0","206.0","3.40","3.45","2.53","4.75","Same As National Rate","1.09",1530
"6432","TX","459373","SURE HOME HEALTH SERVICES","12115 SELF PLAZA DR","DALLAS",75218,2142211338,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-08-13,"1.0",80.3,96.9,98.2,100,80.4,87.7,100,24,30.8,25.5,6.6,NA,22.8,NA,NA,0,80.6,10,"28.0","35.71","50.69","35.14","69.39","Worse Than National Rate","","4.0","Not Available","Not Available","Not Available","Not Available","","0.90",136
"6433","TX","459377","SUPERIOR HOME HEALTH OF EAGLE PASS LLC","2711 N VETERANS BLVD SUITE 1","EAGLE PASS",78852,8307731014,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-08-21,"1.5",74.8,99.4,99.7,94.4,72.4,49.2,99.4,40.4,40.6,45.9,39.6,64.3,37.6,12.7,17.3,0,99.3,202,"415.0","48.67","55.85","50.81","61.32","Worse Than National Rate","8.0","204.0","3.92","3.53","2.58","4.78","Same As National Rate","0.91",1858
"6434","TX","459381","ENCOMPASS HOME HEALTH OF NORTH CENTRAL TEXAS","2913 OVERLAND TRAIL SUITE 100","SHERMAN",75092,9038133238,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-08-18,"3.5",98.7,100,99.8,99.4,73.2,71,98.8,78.8,79.5,87.2,73.6,97.6,89,17.4,12.7,0.06,99,382,"521.0","73.32","76.77","73.01","80.21","Same As National Rate","7.0","298.0","2.35","3.38","2.40","4.59","Same As National Rate","1.12",1021
"6435","TX","459393","A*MED HOME HEALTH","4903 GOLDEN QUAIL STE 110","SAN ANTONIO",78240,2107347333,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-08-25,"2.0",98.8,98.8,99.1,100,81.2,77.5,92.9,45.4,35.5,47.1,25.4,NA,35.9,11.5,8.3,0.01,98.4,154,"209.0","73.68","83.21","76.21","89.02","Same As National Rate","7.0","112.0","6.25","3.78","2.67","5.14","Same As National Rate","1.12",524
"6436","TX","459406","TOTAL HOME CARE INC","1419 WEST 24TH ST","HOUSTON",77008,7136477036,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-09-04,"4.5",90.9,99.7,100,96.1,78.3,76.7,99.4,92.5,100,90.7,95.9,92.5,100,13.8,9.2,0,99.7,352,"503.0","69.98","76.29","72.22","80.53","Same As National Rate","26.0","301.0","8.64","4.79","3.65","6.41","Worse Than National Rate","1.10",1190
"6437","TX","459416","COON MEMORIAL HOSPITAL HOME CARE","1422 DENVER AVENUE","DALHART",79022,8062448738,"Government - State/ County","Yes","Yes","Yes","Yes","Yes","Yes",1998-07-09,"2.5",93.9,98.6,100,98.6,72.5,88.7,98.2,71.6,71.1,77.6,66.3,NA,48.4,17.9,12.8,0.46,96.6,103,"158.0","65.19","67.22","60.68","74.24","Worse Than National Rate","2.0","102.0","1.96","3.30","2.36","4.84","Same As National Rate","1.14",303
"6438","TX","459419","CUIDADO CASERO HOME HEALTH OF EL PASO INC","1617 E MISSOURI","EL PASO",79902,9157727177,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1998-05-29,"2.5",82.9,100,99.1,96.9,72,97.6,98.4,73.9,66.7,77.1,81.7,NA,70.1,23.8,14.8,0,100,36,"61.0","59.02","62.81","51.16","74.41","Worse Than National Rate","","18.0","Not Available","Not Available","Not Available","Not Available","","1.03",517
"6439","TX","459422","PDR HOME HEALTH SERVICES","8520 SOUTH BRAESWOOD BLVD.","HOUSTON",77071,7137795673,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1998-09-29,"4.5",98.8,99.6,100,99.6,67,86.1,99.3,87.4,100,91.1,86.5,NA,95.5,16.9,10.6,0,100,112,"237.0","47.26","51.40","45.05","57.72","Worse Than National Rate","3.0","32.0","9.38","3.77","2.50","5.31","Same As National Rate","1.10",1167
"6440","TX","459423","SIGMA HEALTH CARE INC","1609 TREMONT STREET","GALVESTON",77550,4097636800,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1998-10-03,"4.5",94,93.2,100,94.4,92.9,89.9,61.3,93.3,82.5,83.9,91.5,NA,NA,4.9,17.3,1.56,88.6,43,"112.0","38.39","44.10","34.94","54.00","Worse Than National Rate","","19.0","Not Available","Not Available","Not Available","Not Available","","1.16",387
"6441","TX","459424","KAISER HOME HEALTH SERVICES","3349 SOUTH HWY 181  SUITE 1","KENEDY",78119,8305834558,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",1998-10-14,"3.0",93,99.5,99.4,97.4,87.7,79.9,95.2,67.5,74,78.6,85.4,NA,68.9,16.6,10.8,0.05,90,163,"186.0","87.63","93.70","88.52","98.17","Better Than National Rate","8.0","142.0","5.63","3.69","2.76","4.98","Same As National Rate","0.96",226
"6442","TX","459426","INTERIM HEALTHCARE OF AMARILLO","3501 S SONCY STE 134","AMARILLO",79119,8064671156,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1998-10-21,"3.5",99.1,98.7,99.2,96.4,80.7,94.1,96.2,82.2,75.8,85.4,73,99.6,74.8,15.6,12.2,0.07,95.1,587,"766.0","76.63","80.52","77.23","83.89","Same As National Rate","18.0","462.0","3.90","3.77","2.82","4.99","Same As National Rate","1.02",1431
"6443","TX","459427","CUIDADO CASERO HOME HEALTH LUBBOCK","2118 BROADWAY","LUBBOCK",79401,8067857903,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1998-10-21,"3.5",97.3,99.1,99.5,99.6,89.7,92.3,95.6,88.6,74.3,81.8,74.5,NA,75.3,17.7,14.7,0,95,28,"61.0","45.90","54.13","42.54","67.85","Worse Than National Rate","","17.0","Not Available","Not Available","Not Available","Not Available","","0.85",559
"6444","TX","459433","LEGACY HOME HEALTH AGENCY INC","5277 OLD BROWNSVILLE ROAD SUITE 205","CORPUS CHRISTI",78405,3618550848,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1998-11-19,"2.0",93.1,100,100,99,73.4,81.9,98.1,66.5,68.3,72.3,56.8,NA,60,23.3,7.7,0.03,97.1,60,"77.0","77.92","84.51","75.12","92.16","Same As National Rate","3.0","46.0","6.52","3.58","2.60","4.92","Same As National Rate","0.92",99
"6445","TX","459436","GOLDEN RULE HOME CARE","1306 NW JOHN JONES","BURLESON",76028,8172973444,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1998-12-30,"2.5",97.8,100,100,100,81.2,84.4,91.3,55.8,86.3,66.6,60.3,NA,49,NA,NA,0.27,95.7,17,"20.0","85.00","89.08","70.17","100","Same As National Rate","1.0","26.0","3.85","3.52","2.40","5.04","Same As National Rate","0.86",23
"6446","TX","459438","LA FAMILIA HOME HEALTH INC","2720 E YANDELL DR STE 106","EL PASO",79903,9155917100,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1998-10-31,"3.5",98.6,99.3,99.5,97.8,74.3,72.9,99.4,69.6,75.8,81.5,78.8,NA,83.6,6.5,21.6,0,98.2,27,"56.0","48.21","55.78","43.85","68.04","Worse Than National Rate","0.0","21.0","0.00","3.43","2.40","4.86","Same As National Rate","1.10",304
"6447","TX","459442","ST MARYS HOME HEALTH INC","908 TOWN AND COUNTRY LANE SUITE 240","HOUSTON",77024,7137814211,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1999-02-01,"1.5",83.3,100,100,99.1,34.4,61.3,100,50.1,59,53.5,61.7,NA,64.8,22.7,1.1,0,97.2,22,"59.0","37.29","45.86","33.87","58.86","Worse Than National Rate","","2.0","Not Available","Not Available","Not Available","Not Available","","0.87",753
"6448","TX","459457","ENCOMPASS HOME HEALTH OF EAST TEXAS","100 E FERGUSON ST SUITE 102","TYLER",75702,9035264663,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1999-05-07,"4.5",98.3,99.9,99.9,99.6,78,83.8,99.5,88.3,85.8,91.3,87.9,97.2,90.1,13.9,14.7,0.07,99.7,2174,"2744.0","79.23","80.15","78.84","81.90","Better Than National Rate","35.0","1951.0","1.79","3.16","2.48","3.91","Same As National Rate","1.07",5363
"6449","TX","459459","OMNIBUS HOME HEALTH CARE","1323 SOUTH 27TH STREET SUITE 400","NEDERLAND",77627,4097247000,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1999-05-19,"2.0",98.4,98.6,99.7,97.4,66.9,79.8,100,26.3,35.7,31.3,23,75.6,17,9.5,10.8,0,98.4,14,"61.0","22.95","29.29","19.53","42.25","Worse Than National Rate","","16.0","Not Available","Not Available","Not Available","Not Available","","0.97",322
"6450","TX","459462","MANGOLD MEMORIAL HOSPITAL HOME HEALTH CARE","104 N MAIN","LOCKNEY",79241,8066522895,"Government - Local","Yes","Yes","Yes","Yes","Yes","Yes",1999-06-03,"2.5",86.7,100,100,98.7,92.3,100,NA,66.1,70.3,71,81.7,NA,55.2,13.8,18.1,0.45,100,43,"81.0","53.09","55.44","45.64","65.03","Worse Than National Rate","1.0","45.0","2.22","3.46","2.46","4.98","Same As National Rate","0.84",134
"6451","TX","459463","SUNRISE HOME HEALTH SERVICES OF AMERICA INC","3200 BROADWAY SUITE 260","GARLAND",75043,8172832100,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1999-06-10,"3.5",98.8,99.6,100,99.8,89.2,94.2,100,72.8,90.6,85.3,69.8,95.3,64.1,16.4,10.3,0,98.5,736,"973.0","75.64","82.83","79.93","85.92","Better Than National Rate","7.0","206.0","3.40","3.43","2.47","4.76","Same As National Rate","1.03",1776
"6452","TX","459465","NOVEL HOME HEALTHCARE AGENCY","7920 BELT LINE ROAD SUITE 255","DALLAS",75254,9729949395,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1999-06-17,"2.5",95.6,96.7,99.2,99.8,79.1,80.7,100,71,68.7,77.2,68.7,87.6,69.5,16.5,17.4,0,97.4,108,"192.0","56.25","63.73","55.65","71.02","Worse Than National Rate","2.0","77.0","2.60","3.37","2.39","4.68","Same As National Rate","0.94",608
"6453","TX","459466","OMEGA HOME HEALTH SERVICES INC","12425 S SAM HOUSTON PARKWAY WEST","HOUSTON",77031,2815641635,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1999-05-27,"2.0",81.4,93.2,100,96.6,66.7,94.9,96.6,39,42.6,51.1,NA,NA,74.7,15.2,23.8,0,94.9,12,"69.0","17.39","23.36","14.86","34.92","Worse Than National Rate","","8.0","Not Available","Not Available","Not Available","Not Available","","1.03",261
"6454","TX","459470","PROFESSIONAL HOME HEALTH CARE INC","345 WESTPARK WAY  101","EULESS",76040,8172680010,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1999-09-16,"2.5",89.7,98.7,99.8,97.9,77.5,84.4,97.3,69.8,69.3,75.9,76,84.6,72.9,10.2,15.6,0.06,99.1,166,"255.0","65.10","70.93","64.11","76.96","Worse Than National Rate","2.0","107.0","1.87","3.28","2.31","4.59","Same As National Rate","1.10",700
"6455","TX","459471","ALTUS HOME CARE","1085 IH 10 N","BEAUMONT",77706,4098352828,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1999-09-23,"3.0",97.4,95.8,99.9,97.5,81,86.5,98.6,73.6,73.4,77.4,65.7,92.1,65.6,10.6,9.8,0,97.9,212,"332.0","63.86","70.05","65.14","75.71","Worse Than National Rate","4.0","126.0","3.17","3.55","2.56","4.98","Same As National Rate","0.95",1243
"6456","TX","459477","1ST CARE HOME HEALTH AGENCY","1326 E YANDELL DRIVE","EL PASO",79902,9155870074,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1999-11-03,"1.5",93.4,99.3,100,99.5,57.3,62.4,99.5,61.3,45.1,56.3,51.8,NA,51.4,15.1,11.7,0.32,93.9,141,"215.0","65.58","69.02","62.87","75.15","Worse Than National Rate","4.0","57.0","7.02","3.67","2.57","4.90","Same As National Rate","1.17",616
"6457","TX","459478","ALTOMAR HOME HEALTH CARE INC","3214 E YANDELL","EL PASO",79903,9158452211,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1999-12-07,"1.5",94.5,96.5,97.2,85.6,94.1,12.2,96.6,41.8,32.9,42.1,49.8,100,23.2,17.8,20,0.24,84.6,132,"174.0","75.86","77.41","71.45","82.51","Same As National Rate","6.0","119.0","5.04","3.69","2.64","5.09","Same As National Rate","0.96",447
